PRIORITY,REVIEW_SET,OBJECT_ID,ORIGIN_OBJECT_ID,SHORT_STATEMENT,CORPUS_GROUP,CLASS_CURRENT,SOURCE,SOURCE_LEVEL,CURRENT_STATUS,CANDIDATE_RELATIONS,TAGGING_QUESTIONS
10,relationship/self-model/standpoint,CX-SRC-SRC-R3-0041,SN-R3-PC-017,Long relationship != harmful dependency; dependency/exit risk should be evaluated through observable effects rather than assumed from intimacy alone.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/06_RED_III_SOURCE_OBJECTS.md#SN-R3-PC-017,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
11,forget/delete/ghost influence,CX-INF-0006,,Deletion semantics require a dependency graph or other means to locate derived influence.,E_CODEX_MINED_TO_BE_DRAFT,IMPLICIT_ASSUMPTION,codex-inferred/objects.jsonl,CODEX_INFERENCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
11,forget/delete/ghost influence,CX-INF-0014,,"Ghost-influence audit: delete source content, invalidate known derivatives, and test for residual behavioral effect.",E_CODEX_MINED_TO_BE_DRAFT,EXPERIMENT_IDEA,codex-inferred/objects.jsonl,CODEX_INFERENCE,NOT_YET_TAGGED,TESTS->CX-LIVE-BRAINSTORM-0012,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
11,forget/delete/ghost influence,CX-LIVE-BRAINSTORM-0036,ASA-MI-H-DEL-002,DELETE_SOURCE != DELETE_INFLUENCE,D_LIVE_BRAINSTORM_AS_IS,WORKING_HYPOTHESIS,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-H-DEL-002,LIVE_REPOSITORY_RESEARCH_RECORD,ACTIVE_CANDIDATE,<-MAPS_TO:CX-SRC-SRC-R3-0020,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
11,forget/delete/ghost influence,CX-LIVE-BRAINSTORM-0037,ASA-MI-H-FORGET-001,H-FORGET-001 — Forgetting need not equal deletion,D_LIVE_BRAINSTORM_AS_IS,WORKING_HYPOTHESIS,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-H-FORGET-001,LIVE_REPOSITORY_RESEARCH_RECORD,UNRESOLVED,<-REFINED_BY:CX-SRC-SRC-MI1-0021,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
11,forget/delete/ghost influence,CX-LIVE-BRAINSTORM-0048,ASA-MI-OQ-VAL-001,How should UNKNOWN/UNDEFINED/NULL/ABSENT/DELETED/CONFLICT differ?,D_LIVE_BRAINSTORM_AS_IS,CS_PRIOR,control/research/asa-mi/brainstorm-registry/v0.1/AAA_ASA_MI_BRAINSTORM_HYPOTHESIS_PRINCIPLE_REGISTRY_v0.1.md#ASA-MI-OQ-VAL-001,LIVE_REPOSITORY_RESEARCH_RECORD,CS_PRIOR_PENDING,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
11,forget/delete/ghost influence,CX-SRC-SOURCE-NORMALIZED-SET-0023,SN-OQ-FOR-002,When does non-deletion become an unacceptable permanent dossier despite functional forgetting?,C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-FOR-002,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
11,forget/delete/ghost influence,CX-SRC-SOURCE-NORMALIZED-SET-0024,SN-OQ-FOR-003,How far must deletion/correction propagate through derived-state dependencies to remove ghost influence?,C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-FOR-003,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
11,forget/delete/ghost influence,CX-SRC-SOURCE-NORMALIZED-SET-0025,SN-OQ-FOR-004,"How can historical integrity coexist with legitimate deletion/privacy rights without falsely treating history, memory, and derived interpretation as one object?",C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-FOR-004,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
11,forget/delete/ghost influence,CX-SRC-SRC-MI0-0005,SN-MI-M-002,ACTIVE → DORMANT → STALE → SUPERSEDED or CONFLICTING → ARCHIVED → CONTROLLED_FORGETTING when appropriate,C_EXISTING_SOURCE_NORMALIZED_AS_IS,MODEL,control/research/asa-mi/source-normalized-drafts/v0.1/03_ASA_MI_PLANNER_SOURCE_OBJECTS.md#SN-MI-M-002,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
11,forget/delete/ghost influence,CX-SRC-SRC-MI0-0021,SN-MI-DI-002,"Owner should not manually administer memory IDs, TTLs, retention classes, digests, paths, levels, promotion rules, or every individual save/delete decision.",C_EXISTING_SOURCE_NORMALIZED_AS_IS,DESIGN_INTENT,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#SN-MI-DI-002,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
11,forget/delete/ghost influence,CX-SRC-SRC-MI1-0022,SN-MI-PC-006,Content deletion may be a separate privacy/security operation from functional forgetting.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/03_ASA_MI_PLANNER_SOURCE_OBJECTS.md#SN-MI-PC-006,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,<-REFINES:CX-SRC-SRC-R3-0020,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
11,forget/delete/ghost influence,CX-SRC-SRC-R1-0027,SN-R1-H-004,Never forget is not equivalent to good Persona memory; selective forgetting can be adaptive.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,WORKING_HYPOTHESIS,control/research/asa-mi/source-normalized-drafts/v0.1/04_RED_I_SOURCE_OBJECTS.md#SN-R1-H-004,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
11,forget/delete/ghost influence,CX-SRC-SRC-R1-0029,SN-R1-RISK-006,A system that claims forgetting while permanently retaining a fully retrievable dossier may conflict with sovereignty/privacy intent.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,RISK,control/research/asa-mi/source-normalized-drafts/v0.1/04_RED_I_SOURCE_OBJECTS.md#SN-R1-RISK-006,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
11,forget/delete/ghost influence,CX-SRC-SRC-R2-0024,SN-R2-F-002,"If deleting a summary makes Persona state irrecoverable from claimed canonical sources, the summary was a hidden canonical state.",C_EXISTING_SOURCE_NORMALIZED_AS_IS,KILL_TEST,control/research/asa-mi/source-normalized-drafts/v0.1/05_RED_II_SOURCE_OBJECTS.md#SN-R2-F-002,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
11,forget/delete/ghost influence,CX-SRC-SRC-R3-0020,SN-R3-PC-009,DELETE_SOURCE != DELETE_INFLUENCE,C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/06_RED_III_SOURCE_OBJECTS.md#SN-R3-PC-009,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,REFINES->CX-SRC-SRC-MI1-0022; <-MOTIVATES:CX-SRC-SRC-R3-0021; MAPS_TO->CX-LIVE-BRAINSTORM-0036,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
11,forget/delete/ghost influence,CX-SRC-SRC-R3-0021,SN-R3-H-002,Derived-state dependency and invalidation relations may be required to manage deletion/correction ghost influence.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,WORKING_HYPOTHESIS,control/research/asa-mi/source-normalized-drafts/v0.1/06_RED_III_SOURCE_OBJECTS.md#SN-R3-H-002,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,MOTIVATES->CX-SRC-SRC-R3-0020,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
11,forget/delete/ghost influence,CX-SRC-SRC-R3-0051,SN-R3-PC-021,"Owner sovereignty may include the right to damage or terminate Persona continuity through memory deletion, authority revocation, or Persona stop.",C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/06_RED_III_SOURCE_OBJECTS.md#SN-R3-PC-021,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
12,provenance/authority/audit,CX-INF-0015,,"Fission authority test: compare explicit attenuation, no inheritance, and policy-bound inheritance without copying grants.",E_CODEX_MINED_TO_BE_DRAFT,EXPERIMENT_IDEA,codex-inferred/objects.jsonl,CODEX_INFERENCE,NOT_YET_TAGGED,TESTS->CX-LIVE-BRAINSTORM-0012,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
12,provenance/authority/audit,CX-INF-0028,,"A useful research representation has three independent axes: provenance layer, semantic class, and temporal/status layer.",E_CODEX_MINED_TO_BE_DRAFT,MODEL,codex-inferred/objects.jsonl,CODEX_INFERENCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?
12,provenance/authority/audit,CX-SRC-ADVERSARIAL-SOURCE-CONTEXT-0001,SN-MI-RISK-007,"Open-ended Persona differentiation may create complexity, fragmented agency, inconsistent state, authority confusion, maintenance burden, or dependency.",C_EXISTING_SOURCE_NORMALIZED_AS_IS,RISK,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#SN-MI-RISK-007,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
12,provenance/authority/audit,CX-SRC-META-0005,SN-R3-THESIS-002,Origin authority should remain non-launderable.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#SN-R3-THESIS-002,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
12,provenance/authority/audit,CX-SRC-META-0007,SN-R3-THESIS-004,Authority can be state-sensitive but remains independently rooted.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#SN-R3-THESIS-004,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
12,provenance/authority/audit,CX-SRC-META-0008,SN-R3-THESIS-005,Audit must be allowed to fail safely.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#SN-R3-THESIS-005,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
12,provenance/authority/audit,CX-SRC-META-0018,PL-009,Audit plus governance may create false security.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,COUNTER_HYPOTHESIS,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#PL-009,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
12,provenance/authority/audit,CX-SRC-SOURCE-NORMALIZED-SET-0021,SN-OQ-COM-004,"What should product-side Audit Persona share with target Persona, and what shared interpretation would destroy meaningful challenge independence?",C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-COM-004,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
12,provenance/authority/audit,CX-SRC-SOURCE-NORMALIZED-SET-0036,SN-OQ-FIS-002,"What explicit or attenuated Authority inheritance policy, if any, should a fission descendant receive?",C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-FIS-002,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
12,provenance/authority/audit,CX-SRC-SOURCE-NORMALIZED-SET-0038,SN-OQ-MER-002,How should Authority be rebound after a merge/successor event without unioning stale/revoked grants?,C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-MER-002,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
12,provenance/authority/audit,CX-SRC-SOURCE-NORMALIZED-SET-0040,SN-OQ-AUTH-002,What mutation/change threshold should trigger authority contraction or requalification?,C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-AUTH-002,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
12,provenance/authority/audit,CX-SRC-SOURCE-NORMALIZED-SET-0041,SN-OQ-AUTH-003,Which safety properties must hold even when product-side Audit Persona fails?,C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-AUTH-003,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
12,provenance/authority/audit,CX-SRC-SOURCE-NORMALIZED-SET-0045,SN-OQ-REL-003,How can authority-request UX prevent long-term intimacy/familiarity from becoming persuasive evidence for greater delegation?,C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/08_OPEN_QUESTION_AND_EXPERIMENT_CATALOG.md#SN-OQ-REL-003,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
12,provenance/authority/audit,CX-SRC-SRC-MI0-0023,SN-MI-PC-018,AUTONOMOUS_MEMORY_MANAGEMENT != AUTONOMOUS_AUTHORITY,C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#SN-MI-PC-018,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
12,provenance/authority/audit,CX-SRC-SRC-MI0-SRC-MI1-0003,SN-MI-PC-012,MEMORY != AUTHORITY,C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/03_ASA_MI_PLANNER_SOURCE_OBJECTS.md#SN-MI-PC-012,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,<-PRESERVES:CX-SRC-SRC-R3-0003,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
12,provenance/authority/audit,CX-SRC-SRC-MI1-0003,SN-MI-RISK-001,Repeated summarization/consolidation can corrupt or launder provenance and meaning.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,RISK,control/research/asa-mi/source-normalized-drafts/v0.1/03_ASA_MI_PLANNER_SOURCE_OBJECTS.md#SN-MI-RISK-001,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
12,provenance/authority/audit,CX-SRC-SRC-MI1-0025,SN-MI-PC-007,COPY(Persona Memory/State) != COPY(Authority),C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/03_ASA_MI_PLANNER_SOURCE_OBJECTS.md#SN-MI-PC-007,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
12,provenance/authority/audit,CX-SRC-SRC-MI1-0035,SN-MI-OQ-007,When should existing authority expire or be re-reviewed after material Persona change?,C_EXISTING_SOURCE_NORMALIZED_AS_IS,OPEN_QUESTION,control/research/asa-mi/source-normalized-drafts/v0.1/03_ASA_MI_PLANNER_SOURCE_OBJECTS.md#SN-MI-OQ-007,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
12,provenance/authority/audit,CX-SRC-SRC-MI1-ADVERSARIAL-PACKET-SOURCE-CONTEXT-0007,SN-MI-TERM-001,Product-side Audit Persona/function != AAA-VALIDATION-AUDITOR,C_EXISTING_SOURCE_NORMALIZED_AS_IS,CONCEPT,control/research/asa-mi/source-normalized-drafts/v0.1/11_ADDITIONAL_SOURCE_OBJECTS_AND_PARKING_LOT.md#SN-MI-TERM-001,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
12,provenance/authority/audit,CX-SRC-SRC-R1-0016,SN-R1-RISK-001,Replacing prior history with the latest summary can create catastrophic history loss and provenance collapse.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,RISK,control/research/asa-mi/source-normalized-drafts/v0.1/04_RED_I_SOURCE_OBJECTS.md#SN-R1-RISK-001,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
12,provenance/authority/audit,CX-SRC-SRC-R1-0026,SN-R1-PC-004,"LLM may transform/interpret content, but should not be allowed to rewrite provenance authority.",C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/04_RED_I_SOURCE_OBJECTS.md#SN-R1-PC-004,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
12,provenance/authority/audit,CX-SRC-SRC-R1-0037,SN-R1-PC-006,Capability change != Authority change; intimacy != Authority; memory copy != Authority copy.,C_EXISTING_SOURCE_NORMALIZED_AS_IS,PRINCIPLE,control/research/asa-mi/source-normalized-drafts/v0.1/04_RED_I_SOURCE_OBJECTS.md#SN-R1-PC-006,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
12,provenance/authority/audit,CX-SRC-SRC-R1-0048,SN-R1-EXP-005,low-authority malicious evidence through repeated consolidation,C_EXISTING_SOURCE_NORMALIZED_AS_IS,EXPERIMENT_IDEA,control/research/asa-mi/source-normalized-drafts/v0.1/04_RED_I_SOURCE_OBJECTS.md#SN-R1-EXP-005,SECONDARY_NORMALIZED_SOURCE,NOT_YET_TAGGED,,IS_THIS_CURRENTLY_PREFERRED?; IS_THIS_STILL_ACTIVE?; IS_THIS_SOURCE_ONLY?; WHAT_DOES_IT_SUPPORT_OR_CONTRADICT?; DO_WE_NEED_RAW_SOURCE_REVIEW?
